Model,Accuracy,Precision,Recall,F1_Macro,F1_Weighted,MCC,ROC_AUC
ESM2-8M-HeadFT,0.4510226049515608,0.5604890321570483,0.4115083822543153,0.3747115750842258,0.40227961725028977,0.38305743897247824,0.8087728841238341
